#Time [ms]	Frametype	Length [byte]
#_____________________________________________________________
  33280		PB			  6078
  33400		 P			  2758
  33480		 P			  3533
  33720		PB			  6439
  33880		PB			  6233
  34120		PB			  6167
  34280		PB			  6365
  34520		PB			  6496
  34680		PB			  6019
  34840		PB			  6507
  35080		PB			  6362
  35240		PB			  6404
  35480		PB			  6730
  35600		 P			  2691
  35680		 P			  2743
  35840		PB			  6512
  36080		PB			  6253
  36240		PB			  6111
  36480		PB			  6696
  36640		PB			  6073
  36880		PB			  6560
  37040		PB			  6193
  37160		 P			  7160
  37360		 P			  2748
  37520		PB			  5720
  37760		PB			  5702
  37840		PB			  5987
  38160		PB			  6382
  38200		 P			  2896
  38280		 P			  2884
  38400		 P			  3006
  38480		 P			  2956
  38560		 P			  3112
  38680		 P			  3250
  38760		 P			  2879
  38840		 P			  3182
  38960		 P			  3149
  39040		 P			  3163
  39160		 P			  3472
  39280		 P			  3359
  39360		 P			  3201
  39480		 P			  3388
  39560		 P			  3237
  39680		 P			  3710
  39800		 P			  3384
  39880		 P			  3378
  40000		 P			  3562
  40120		 P			  3418
  40200		 P			  3287
  40320		 P			  3563
  40440		 P			  3345
  40520		 P			  3086
  40640		 P			  3136
  40720		 P			  3200
  40840		 P			  3642
  40960		 P			  3319
  41040		 P			  3186
  41160		 P			  3256
  41240		 P			  3314
  41360		 P			  3482
  41480		 P			  3284
  41560		 P			  2966
  41720		PB			  5581
  41960		PB			  6667
  42120		PB			  6461
  42360		PB			  6369
  42520		PB			  6303
  42760		PB			  6205
  42920		PB			  6375
  43040		 P			  2674
  43120		 P			  3201
  43200		 P			  3082
  43320		 P			  3284
  43400		 P			  3069
  43520		 P			  3403
  43680		PB			  6841
  43840		 P			  2696
  43920		 P			  2722
  44080		PB			  6550
  44320		PB			  5679
  44480		PB			  6184
  44640		PB			  6319
  44880		PB			  6420
  44960		 P			  2443
  45040		 P			  3091
  45160		 P			  3279
  45240		 P			  3277
  45360		 P			  3249
  45440		 P			  3119
  45680		PB			  6607
  45840		PB			  5856
  46000		PB			  6219
  46240		PB			  6027
  46400		PB			  6187
  46640		PB			  6712
  46720		 P			  3027
  46800		 P			  2722
  47040		PB			  6563
  47120		 P			  2261
  47200		 P			  2806
  47360		PB			  6367
  47480		 P			  2465
  47560		 P			  2944
  47720		PB			  6468
  47840		 P			  2373
  47920		 P			  3239
  48080		PB			  6828
  48400		PB			  6870
  48480		PB			  5641
  48600		 P			  3178
  48720		 P			  3264
  48800		 P			  3111
  48920		 P			  3393
  49040		 P			  3363
  49120		 P			  3048
  49240		 P			  3370
  49320		 P			  2956
  49440		 P			  3449
  49520		 P			  3193
  49640		 P			  3430
  49720		 P			  3207
  49840		 P			  3634
  49960		 P			  3331
  50040		 P			  3150
  50160		 P			  3274
  50240		 P			  3198
  50360		 P			  3418
  50480		 P			  3307
  50560		 P			  3248
  50680		 P			  3552
  50760		 P			  2928
  50880		 P			  3350
  50960		 P			  2961
  51080		 P			  3258
  51160		 P			  3379
  51280		 P			  3512
  51400		 P			  2963
  51480		 P			  3235
  51560		 P			  3273
  51680		 P			  3310
  51800		 P			  3365
  51960		PB			  6698
  52080		 P			  3102
  52200		 P			  3336
  52360		PB			  6921
  52520		 P			  3062
  52600		 P			  3092
  52720		 P			  3549
  52800		 P			  3060
  52920		 P			  3456
  53040		 P			  3632
  53200		PB			  6548
  53440		PB			  6563
  53680		PB			  6660
  53840		PB			  6071
  54080		PB			  6585
  54240		PB			  6097
  54400		PB			  6067
  54640		PB			  6185
  54800		PB			  5927
  55040		PB			  5874
  55120		PB			  5513
  55440		PB			  6627
  55520		PB			  5773
  55760		PB			  6346
  55920		PB			  6268
  56160		PB			  6019
  56320		PB			  5754
  56480		PB			  5923
  56600		 P			  2763
  56680		 P			  3209
  56920		PB			  6309
  57080		PB			  5765
  57240		PB			  6233
  57480		PB			  6344
  57560		 P			  2987
  57640		 P			  2857
  57800		PB			  6510
  58120		PB			  6755
  58200		PB			  5664
  58440		PB			  6597
  58600		PB			  6344
  58840		PB			  6562
  59000		PB			  5858
  59240		PB			  6414
  59400		PB			  6095
  59640		PB			  6768
  59800		PB			  6199
  60040		PB			  6431
  60200		PB			  6258
  60440		PB			  6314
  60600		PB			  6246
  60840		PB			  6163
  60920		PB			  5692
  61240		PB			  7091
  61320		PB			  5522
  61640		PB			  7006
  61720		PB			  5415
  61960		PB			  7037
  62200		PB			  6062
  62360		PB			  6497
  62480		 P			  3135
  62560		 P			  2755
  62720		PB			  6345
  62840		 P			  2720
  62920		 P			  3407
  63160		PB			  7015
  63400		PB			  6611
  63560		PB			  6369
  63800		PB			  6593
  63960		PB			  6325
  64200		PB			  7181
  64360		PB			  6042
  64600		PB			  7129
  64840		PB			  6351
  65000		PB			  6104
  65240		PB			  7492
  65400		PB			  6301
  65640		PB			  6779
  65880		PB			  6883
  66040		PB			  6049
  66280		PB			  6924
  66440		PB			  6615
  66680		PB			  6679
  66840		PB			  6768
  67160		PB			  6538
  67240		PB			  5857
  67480		PB			  7422
  67720		PB			  7319
  67960		PB			  6451
  68120		PB			  6316
  68240		 P			  2904
  68320		 P			  2220
  68480		PB			  6220
  68600		 P			  1419
  68640		 P			  2655
  68720		 P			  2701
  68800		 P			  2854
  68880		 P			  2781
  69000		 P			  3108
  69080		 P			  3352
  69200		 P			  3262
  69280		 P			  3080
  69400		 P			  3214
  69560		PB			  6555
  69680		 P			  2554
  69760		 P			  2800
  69840		 P			  2768
  69920		 P			  3107
  70040		 P			  3156
  70120		 P			  2703
  70200		 P			  3225
  70320		 P			  3385
  70440		 P			  3091
  70520		 P			  2811
  70680		PB			  6153
  70800		 P			  2155
  70880		 P			  2744
  70960		 P			  2851
  71040		 P			  3014
  71120		 P			  2749
  71240		 P			  7881
  71480		 P			  2384
  71560		 P			  2556
  71720		PB			  6949
  71960		PB			  6033
  72120		PB			  6265
  72360		PB			  5953
  72440		PB			  5618
  72600		 P			  2892
  72680		 P			  3893
  72800		 P			  3157
  72880		 P			  3277
  73000		 P			  3374
  73120		 P			  3020
  73280		PB			  6014
  73520		PB			  6867
  73600		 P			  2197
  73680		 P			  3146
  73760		 P			  3219
  73880		 P			  4017
  74000		 P			  4128
  74120		 P			  2960
  74200		 P			  2908
  74320		 P			  3529
  74440		 P			  3173
  74520		 P			  3021
  74600		 P			  3139
  74720		 P			  3431
  74800		 P			  2976
  74920		 P			  3072
  75000		 P			  2580
  75080		 P			  3373
  75200		 P			  3319
  75280		 P			  2916
  75400		 P			  2798
  75480		 P			  2877
  75560		 P			  2429
  75640		 P			  2824
  75720		 P			  2819
  75800		 P			  3272
  75920		 P			  3042
  76000		 P			  2936
  76120		 P			  3258
  76200		 P			  2945
  76320		 P			  2859
  76400		 P			  2602
  76480		 P			  2930
  76560		 P			  2885
  76640		 P			  2700
  76720		 P			  2837
  76840		 P			  3242
  76920		 P			  2571
  77000		 P			  2472
  77080		 P			  3016
  77200		 P			  2926
  77280		 P			  2827
  77360		 P			  3516
  77480		 P			  3478
  77560		 P			  1414
  77640		 P			  2122
  77720		PB			  5933
  77880		 P			  2309
  77960		 P			  3168
  78040		 P			  3482
  78160		 P			  3239
  78240		 P			  3417
  78360		 P			  3536
  78480		 P			  3198
  78560		 P			  3043
  78680		 P			  3455
  78760		 P			  3429
  78880		 P			  3095
  79000		 P			  3204
  79080		 P			  2756
  79160		 P			  5770
  79360		 P			  3266
  79440		 P			  3393
  79560		 P			  2847
  79640		 P			  3046
  79720		 P			  2984
  79840		 P			  3180
  79920		 P			  2883
  80040		 P			  3238
  80120		 P			  2909
  80200		 P			  2953
  80320		 P			  3241
  80400		 P			  2844
  80480		 P			  3178
  80600		 P			  3042
  80760		PB			  6119
  80880		 P			  2518
  80960		 P			  2662
  81120		PB			  5838
  81240		 P			  2926
  81320		 P			  2962
  81400		 P			  3356
  81520		 P			  3582
  81640		 P			  3331
  81720		 P			  3118
  81840		 P			  3283
  81920		 P			  2913
  82040		 P			  3149
  82120		 P			  3236
  82240		 P			  1632
  82280		 P			  2710
  82360		 P			  2940
  82440		 P			  3339
  82560		 P			  3896
  82680		 P			  2629
  82760		 P			  2913
  82840		 P			  2775
  82920		 P			  2793
  83040		 P			  2949
  83120		 P			  2919
  83200		 P			  4325
  83360		 P			  3347
  83440		 P			  2288
  83520		 P			  3270
  83600		 P			  4731
  83760		 P			  3234
  83880		 P			  2222
  83920		 P			  2840
  84040		 P			  3352
  84120		 P			  2688
  84200		 P			  3104
  84440		PB			  8632
  84600		 P			  4117
  84720		 P			  3092
  84800		 P			  3118
  84920		 P			  3366
  85000		 P			  3221
  85120		 P			  3307
  85200		 P			  2971
  85320		 P			  2824
  85400		 P			  2725
  85480		 P			  3069
  85560		 P			  2975
  85680		 P			  4641
  85800		 P			  2177
  85880		 P			  2843
  86040		PB			  6432
  86160		 P			  2843
  86280		 P			  3292
  86440		PB			  6212
  86680		PB			  5931
  86840		PB			  5592
  87000		PB			  5531
  87160		PB			  5852
  87400		PB			  6640
  87480		 P			  2320
  87560		 P			  5619
  87720		 P			  2366
  87800		 P			  2612
  87960		PB			  5817
  88200		PB			  5715
  88280		PB			  4872
  88520		PB			  6532
  88680		PB			  5418
  88840		PB			  5879
  89080		PB			  5872
  89160		PB			  4589
  89400		PB			  6430
  89560		PB			  5191
  89720		PB			  5640
  89960		PB			  5995
  90040		PB			  4927
  90280		PB			  6800
  90440		PB			  5498
  90680		PB			  5761
  90760		PB			  5388
  91000		PB			  6681
  91240		PB			  5771
  91320		PB			  5125
  91560		PB			  6465
  91720		PB			  5563
  91960		PB			  5931
  92040		PB			  5177
  92280		PB			  6082
  92440		PB			  5489
  92520		 P			  3455
  92640		 P			  3236
  92800		PB			  5429
  93040		PB			  5603
  93120		PB			  4991
  93240		 P			  4659
  93400		 P			  2654
  93560		PB			  5754
  93640		 P			  2418
  93720		 P			  3045
  93880		PB			  6391
  94000		 P			  2645
  94120		 P			  2919
  94200		 P			  2711
  94280		 P			  2755
  94360		 P			  2956
  94440		 P			  2737
  94680		PB			  6418
  94840		PB			  5472
  94920		 P			  2563
  95000		 P			  2962
  95080		 P			  2935
  95160		 P			  3022
  95280		 P			  2966
  95360		 P			  3234
  95480		 P			  3082
  95560		 P			  2795
  95640		 P			  2941
  95760		 P			  3582
  95840		 P			  4599
  96000		 P			  2774
  96080		 P			  2785
  96160		 P			  3008
  96280		 P			  3180
  96360		 P			  3181
  96480		 P			  3470
  96560		 P			  2860
  96680		 P			  3119
  96760		 P			  2854
  96840		 P			  2891
  96920		 P			  3221
  97040		 P			  3417
  97160		 P			  3296
  97240		 P			  2848
  97320		 P			  3056
  97440		 P			  3169
  97520		 P			  2668
  97600		 P			  2785
  97720		 P			  3105
  97800		 P			  3795
  97920		 P			  2464
  98080		PB			  5687
  98240		PB			  5806
  98480		PB			  5981
  98640		PB			  5793
  98720		 P			  2379
  98800		 P			  3740
  98920		 P			  2939
  99000		 P			  3269
  99120		 P			  2692
  99200		 P			  2754
  99280		 P			  3210
  99360		 P			  2894
  99480		 P			  4006
  99600		 P			  2931
  99680		 P			  2885
  99760		 P			  3361
  99880		 P			  3303
 100000		 P			  2852
 100080		 P			  3002
 100160		 P			  3339
 100280		 P			  3712
 100400		 P			  2912
 100480		 P			  3085
 100560		 P			  3614
 100680		 P			  3127
 100800		 P			  3380
 100960		PB			  6522
 101080		 P			  2657
 101160		 P			  3001
 101280		 P			  3418
 101360		 P			  2362
 101440		 P			  2683
 101520		 P			  3088
 101640		 P			  3525
 101760		 P			  3232
 101840		 P			  2724
 101920		 P			  2958
 102040		 P			  3208
 102120		 P			  2988
 102200		 P			  2921
 102320		 P			  3034
 102400		 P			  3380
 102520		 P			  3479
 102600		 P			  3203
 102720		 P			  3224
 102800		 P			  3152
 102920		 P			  3378
 103040		 P			  3243
 103120		 P			  3050
 103200		 P			  3078
 103320		 P			  3165
 103400		 P			  6448
 103600		 P			  2265
 103760		PB			  5999
 103880		 P			  2822
 103960		 P			  3012
 104120		PB			  6231
 104240		 P			  2639
 104320		 P			  2802
 104480		PB			  6071
 104600		 P			  2863
 104680		 P			  2651
 104800		 P			  3388
 104880		 P			  3288
 105000		 P			  4053
 105120		 P			  1892
 105200		PB			  6843
 105600		PB			  6301
 105680		PB			  5876
 105840		PB			  6174
 106080		PB			  6250
 106240		PB			  5997
 106480		PB			  6336
 106640		PB			  5918
 106800		PB			  6758
 107120		PB			  5693
 107200		PB			  7018
 107440		PB			  5778
 107600		PB			  6840
 107840		PB			  5818
 108000		PB			  6867
 108240		PB			  5709
 108400		PB			  6750
 108640		PB			  5826
 108720		PB			  6738
 109120		PB			  6061
 109200		PB			  6865
 109440		PB			  5826
 109520		PB			  6866
 109920		PB			  5888
 110000		PB			  5601
 110160		PB			  6013
 110320		PB			  5897
 110560		PB			  5844
 110720		PB			  5941
 110880		PB			  5845
 111120		PB			  5848
 111200		PB			  6609
 111600		PB			  6106
 111680		PB			  5522
 111840		PB			  5934
 112000		PB			  6311
 112240		PB			  6769
 112480		PB			  6695
 112640		PB			  6628
 112880		PB			  6710
 113040		PB			  6216
 113280		PB			  6592
 113440		PB			  6194
 113560		 P			  2355
 113640		 P			  3590
 113760		 P			  2835
 113840		 P			  3072
 113920		 P			  2917
 114040		 P			  3138
 114120		 P			  3233
 114240		 P			  3806
 114320		 P			  2917
 114440		 P			  2591
 114520		 P			  2878
 114600		 P			  2809
 114680		 P			  2955
 114800		 P			  3351
 114880		 P			  2783
 114960		 P			  3148
 115080		 P			  5269
 115240		 P			  2747
 115320		 P			  3056
 115400		 P			  3389
 115520		 P			  3235
 115640		 P			  3352
 115720		 P			  3489
 115840		 P			  3699
 115960		 P			  3510
 116080		 P			  2311
 116120		 P			  2754
 116240		 P			  4580
 116360		 P			  2755
 116440		 P			  3202
 116560		 P			  3197
 116640		 P			  3083
 116760		 P			  2728
 116840		 P			  2746
 116920		 P			  3107
 117000		 P			  5843
 117200		 P			  3022
 117280		 P			  2943
 117400		 P			  3378
 117480		 P			  3098
 117600		 P			  3382
 117680		 P			  3122
 117920		PB			  6433
 118080		PB			  5855
 118240		PB			  6421
 118360		 P			  3028
 118480		 P			  2812
 118560		 P			  2705
 118640		 P			  2569
 118720		 P			  3225
 118840		 P			  3312
 118920		 P			  3574
 119040		 P			  3374
 119160		 P			  3249
 119240		 P			  3829
 119360		 P			  3673
 119480		 P			  3048
 119560		 P			  2981
 119680		 P			  3193
 119760		 P			  2860
 119840		 P			  3193
 119960		 P			  4655
 120120		 P			  3369
 120200		 P			  2740
 120280		 P			  2778
 120400		 P			  2983
 120480		 P			  3375
 120560		 P			  3247
 120680		 P			  2914
 120760		 P			  2715
 120840		 P			  3341
 120960		 P			  2553
 121040		 P			  3069
 121200		PB			  6433
 121320		 P			  5482
 121520		 P			  2964
 121600		 P			  3187
 121720		 P			  3336
 121800		 P			  2929
 121880		 P			  2981
 122000		 P			  3196
 122080		 P			  1591
 122160		 P			  4827
 122280		 P			  3334
 122400		 P			  2879
 122480		 P			  2928
 122560		 P			  2954
 122680		 P			  3650
 122800		 P			  2597
 122880		 P			  3205
 122960		 P			  3042
 123040		 P			  2802
 123160		 P			  3124
 123240		 P			  2933
 123320		 P			  2666
 123440		 P			  3117
 123520		 P			  3085
 123600		 P			  2836
 123720		 P			  3063
 123800		 P			  3453
 123920		 P			  3363
 124000		 P			  3092
 124120		 P			  3360
 124200		 P			  3235
 124320		 P			  2563
 124400		 P			  2509
 124480		 P			  2836
 124560		 P			  3805
 124680		 P			  3468
 124800		 P			  2860
 124880		 P			  3188
 124960		 P			  2884
 125080		 P			  3244
 125160		 P			  3041
 125280		 P			  3879
 125400		 P			  2841
 125480		 P			  2844
 125560		 P			  2782
 125640		 P			  3138
 125760		 P			  3479
 125840		 P			  2849
 125960		 P			  3544
 126040		 P			  3026
 126160		 P			  3355
 126240		 P			  2697
 126360		 P			  2485
 126400		 P			  2643
 126520		 P			  4034
 126640		 P			  2887
 126720		 P			  3391
 126840		 P			  2956
 126920		 P			  2838
 127000		 P			  3916
 127120		 P			  2613
 127200		 P			  2444
 127280		 P			  2989
 127360		 P			  2907
 127480		 P			  6524
 127680		 P			  2681
 127760		 P			  2791
 127840		 P			  3061
 127920		 P			  2963
 128040		 P			  3091
 128120		 P			  2884
 128200		 P			  3036
 128320		 P			  3522
 128440		 P			  3350
 128520		 P			  2973
 128640		 P			  3442
 128720		 P			  2986
 128840		 P			  3058
 128920		 P			  2882
 129000		 P			  2746
 129080		 P			  3054
 129200		 P			  2767
 129280		 P			  2452
 129360		 P			  2810
 129440		 P			  3074
 129520		 P			  3229
 129640		 P			  3347
 129760		 P			  3342
 129840		 P			  2875
 129920		 P			  2979
 130040		 P			  3308
 130120		 P			  3119
 130240		 P			  3354
 130320		 P			  2780
 130440		 P			  3133
 130520		 P			  3316
 130640		 P			  3400
 130720		 P			  2947
 130840		 P			  3105
 130920		 P			  3197
 131000		 P			  3041
 131120		 P			  3317
 131200		 P			  2863
 131320		 P			  6222
 131520		 P			  3366
 131680		PB			  5832
 131800		 P			  2489
 131880		 P			  3204
 131960		 P			  2802
 132040		 P			  2877
 132160		 P			  3603
 132240		 P			  2690
 132360		 P			  3030
 132440		 P			  3188
 132520		 P			  2809
 132640		 P			  2916
 132720		 P			  3089
 132800		 P			  2473
 132880		 P			  2810
 132960		 P			  3124
 133080		 P			  2840
 133160		 P			  2794
 133320		PB			  5657
 133440		 P			  2513
 133520		 P			  2910
 133600		 P			  3322
 133680		 P			  2703
 133800		 P			  2946
 133880		 P			  2394
 133960		 P			  2917
 134040		 P			  2922
 134120		 P			  2891
 134240		 P			  2849
 134320		 P			  3033
 134400		 P			  3270
 134520		 P			  2923
 134600		 P			  2844
 134680		 P			  3502
 134800		 P			  3357
 134920		 P			  3432
 135000		 P			  3349
 135120		 P			  3363
 135240		 P			  2933
 135320		 P			  2997
 135400		 P			  2857
 135480		 P			  2846
 135600		 P			  5561
 135760		 P			  2865
 135840		 P			  2368
 135920		 P			  2578
 136000		 P			  2529
 136080		 P			  2797
 136160		 P			  2999
 136280		 P			  2874
 136360		 P			  2745
 136440		 P			  2852
 136520		 P			  2927
 136600		 P			  3139
 136720		 P			  3122
 136800		 P			  2798
 136920		 P			  3125
 137000		 P			  3141
 137080		 P			  3148
 137200		 P			  3229
 137280		 P			  2868
 137400		 P			  3533
 137480		 P			  3134
 137600		 P			  3543
 137720		 P			  3300
 137800		 P			  3302
 137920		 P			  3415
 138000		 P			  3428
 138120		 P			  3390
 138240		 P			  3169
 138320		 P			  2942
 138440		 P			  2665
 138520		 P			  2353
 138560		 P			  2580
 138680		 P			  5041
 138920		PB			  7548
 139040		 P			  2169
 139120		 P			  2832
 139200		 P			  2594
 139280		 P			  2806
 139360		 P			  2524
 139440		 P			  3168
 139560		 P			  2970
 139640		 P			  5300
 139800		 P			  2961
 139920		 P			  2407
 140000		 P			  2961
 140080		 P			  3065
 140160		 P			  3103
 140280		 P			  3434
 140360		 P			  2938
 140480		 P			  3559
 140560		 P			  2992
 140680		 P			  2702
 140760		 P			  4890
 140920		 P			  2383
 141000		 P			  2958
 141080		 P			  2874
 141160		 P			  5042
 141320		 P			  2473
 141400		 P			  3709
 141520		 P			  2808
 141600		 P			  3696
 141720		 P			  2589
 141800		 P			  2706
 141880		 P			  3239
 142000		 P			  2967
 142080		 P			  2479
 142160		 P			  3051
 142240		 P			  4192
 142400		 P			  3248
 142480		 P			  3100
 142600		 P			  3498
 142680		 P			  2538
 142760		 P			  3295
 142880		 P			  3039
 142960		 P			  5071
 143120		 P			  3466
 143240		 P			  3368
 143360		 P			  2471
 143400		 P			  2494
 143480		 P			  3257
 143600		 P			  3630
 143720		 P			  3771
 143840		 P			  3647
 143960		 P			  3075
 144040		 P			  2868
 144120		 P			  3107
 144240		 P			  3102
 144320		 P			  2834
 144400		 P			  2879
 144520		 P			  2973
 144600		 P			  3136
 144680		 P			  3598
 144800		 P			  4119
 144920		 P			  3436
 145040		 P			  2552
 145120		 P			  2842
 145200		 P			  3155
 145320		 P			  2891
 145400		 P			  2902
 145480		 P			  3077
 145600		 P			  3241
 145680		 P			  2902
 145760		 P			  2937
 145880		 P			  2922
 145960		 P			  3172
 146040		 P			  3139
 146160		 P			  3730
 146280		 P			  2929
 146360		 P			  3216
 146480		 P			  3823
 146600		 P			  3020
 146680		 P			  2768
 146760		 P			  3201
 146880		 P			  3821
 147000		 P			  3523
 147080		 P			  2273
 147160		 P			  3217
 147280		 P			  3758
 147400		 P			  2998
 147480		 P			  2693
 147560		 P			  3976
 147680		 P			  2878
 147760		 P			  3122
 147880		 P			  3300
 147960		 P			  2242
 148040		 P			  4469
 148200		 P			  3024
 148280		 P			  3204
 148400		 P			  3235
 148480		 P			  3493
 148600		 P			  3792
 148720		 P			  3032
 148800		 P			  3140
 148920		 P			  3676
 149000		 P			  1713
 149080		 P			  5432
 149240		 P			  3650
 149360		 P			  3441
 149480		 P			  3142
 149560		 P			  2946
 149640		 P			  3160
 149760		 P			  2908
 149840		 P			  4056
 149960		 P			  2602
 150040		 P			  3082
 150160		 P			  2716
 150240		 P			  3985
 150360		 P			  2525
 150440		 P			  2694
 150520		 P			  3379
 150640		 P			  2628
 150720		 P			  2996
 150800		 P			  2878
 150880		 P			  2946
 151000		 P			  3756
 151120		 P			  2783
 151200		 P			  3008
 151280		 P			  3045
 151360		 P			  2138
 151440		 P			  2981
 151520		 P			  4362
 151680		 P			  2650
 151760		 P			  2751
 151840		 P			  2772
 151920		 P			  2729
 152000		 P			  3030
 152120		 P			  3174
 152200		 P			  2617
 152280		 P			  5712
 152480		 P			  2645
 152560		 P			  3126
 152640		 P			  2882
 152720		 P			  2764
 152840		 P			  3788
 152960		 P			  3032
 153040		 P			  3595
 153160		 P			  2841
 153240		 P			  2668
 153320		 P			  4003
 153440		 P			  3586
 153560		 P			  2608
 153640		 P			  3417
 153760		 P			  2637
 153840		 P			  4565
 153960		 P			  2490
 154040		 P			  2415
 154120		 P			  3197
 154240		 P			  3354
 154320		 P			  3956
 154440		 P			  2775
 154560		 P			  3735
 154640		 P			  2618
 154760		 P			  2766
 154840		 P			  3009
 154920		 P			  3071
 155000		 P			  3184
 155120		 P			  3366
 155240		 P			  3320
 155320		 P			  4002
 155440		 P			  3170
 155560		 P			  3242
 155640		 P			  3175
 155760		 P			  3486
 155840		 P			  3174
 155960		 P			  3352
 156080		 P			  3608
 156160		 P			  3358
 156280		 P			  3072
 156360		 P			  3259
 156480		 P			  3393
 156600		 P			  3221
 156680		 P			  3066
 156800		 P			  3214
 156880		 P			  3050
 157040		PB			  6163
 157160		 P			  2832
 157240		 P			  3177
 157360		 P			  3223
 157440		 P			  3017
 157560		 P			  3170
 157640		 P			  3182
 157760		 P			  3146
 157840		 P			  3044
 158080		PB			  6100
 158160		PB			  5660
 158320		 P			  2917
 158400		 P			  2881
 158560		PB			  6013
 158680		 P			  2693
 158760		 P			  2909
