Time, StartPointBuffer, EndPointBuffer
14.160000, 5579.202148, 6247.798340
14.200000, 5597.802246, 6202.198242
14.240000, 5611.402344, 6235.598145
14.280000, 5616.002441, 6195.998047
14.320000, 5637.602539, 6174.397949
14.360000, 5641.202637, 6184.797852
14.400000, 5719.802734, 6149.197754
14.440000, 5742.402832, 6162.597656
14.480000, 5708.002930, 6169.997559
14.520000, 5769.603027, 6154.397461
14.560000, 5704.203125, 6077.797363
14.600000, 5705.803223, 6106.197266
14.640000, 5767.403320, 6074.597168
14.680000, 5698.003418, 6112.997070
14.720000, 5808.603516, 6073.396973
14.760000, 5746.203613, 6073.796875
14.800000, 5742.303711, 5153.696777
14.840000, 5771.403809, 5261.596680
14.880000, 5715.503906, 5390.496582
14.920000, 5827.604004, 5529.396484
14.960000, 5716.704102, 5667.296387
15.000000, 5799.804199, 5789.196289
15.040000, 5763.904297, 5874.096191
15.080000, 5704.004395, 5910.996094
15.120000, 5763.104492, 5981.895996
15.160000, 5683.204590, 5955.795898
15.200000, 5704.604492, 5992.395996
15.240000, 5707.004395, 6069.996094
15.280000, 5774.404297, 6004.596191
15.320000, 5777.804199, 6000.196289
15.360000, 5729.204102, 6044.796387
15.400000, 5707.604004, 6052.396484
15.440000, 5778.003906, 6014.996582
15.480000, 5756.403809, 6037.596680
15.520000, 5785.803711, 6020.196777
15.560000, 5832.203613, 6053.796875
15.600000, 5731.703613, 5991.296875
15.640000, 5827.203613, 6087.796875
15.680000, 7297.703613, 6096.296875
15.720000, 7432.203613, 6109.796875
15.760000, 7422.703613, 6132.296875
15.800000, 7414.203613, 6137.796875
15.840000, 7387.703613, 6161.296875
15.880000, 7375.203613, 6101.796875
15.920000, 7339.703613, 6098.296875
15.960000, 7336.203613, 6151.796875
16.000000, 7193.303711, 6259.696777
16.040000, 7050.403809, 6494.596680
16.080000, 6881.503906, 6662.496582
16.120000, 6722.604004, 6770.396484
16.160000, 6555.704102, 7009.296387
16.200000, 6394.804199, 7068.196289
16.240000, 6236.904297, 7300.096191
16.280000, 6100.004395, 7462.996094
16.320000, 5909.104492, 7592.895996
16.360000, 5754.204590, 7807.795898
16.400000, 5767.504395, 7696.496094
16.440000, 5745.804199, 7808.196289
16.480000, 5739.104004, 7725.896484
16.520000, 5739.403809, 7762.596680
16.560000, 5738.703613, 7823.296875
16.600000, 5733.003418, 7764.997070
16.640000, 5739.303223, 7845.697266
16.680000, 5727.603027, 7831.397461
16.720000, 5720.902832, 7836.097656
16.760000, 5748.202637, 7775.797852
16.800000, 5714.102539, 7778.897949
16.840000, 5712.002441, 7833.998047
16.880000, 5709.902344, 7862.098145
16.920000, 5722.802246, 7798.198242
16.960000, 5709.702148, 7826.298340
17.000000, 5702.602051, 7803.398438
17.040000, 5699.501953, 7763.498535
17.080000, 5698.401855, 7855.598633
17.120000, 5685.301758, 7751.698730
17.160000, 5699.201660, 6272.798828
17.200000, 5703.001465, 6124.999023
17.240000, 5703.801270, 6121.199219
17.280000, 5704.601074, 6116.399414
17.320000, 5730.400879, 6129.599609
17.360000, 5712.200684, 6128.799805
17.400000, 5711.000488, 6151.000000
17.440000, 5732.800293, 6141.200195
17.480000, 5721.600098, 6120.400391
17.520000, 5728.399902, 6099.600586
17.560000, 5726.199707, 6104.800781
17.600000, 5732.299805, 6102.700684
17.640000, 5727.399902, 6108.600586
17.680000, 5725.500000, 6108.500488
17.720000, 5724.600098, 6105.400391
17.760000, 5722.700195, 6081.300293
17.800000, 5720.800293, 6111.200195
17.840000, 5725.900391, 6105.100098
17.880000, 5718.000488, 6089.000000
17.920000, 5715.100586, 6107.899902
17.960000, 5719.200684, 6111.799805
18.000000, 5717.000488, 6108.000000
18.040000, 5721.800293, 6105.200195
18.080000, 5734.600098, 6107.400391
18.120000, 5718.399902, 6097.600586
18.160000, 5757.199707, 6105.800781
18.200000, 5720.999512, 6109.000977
18.240000, 5718.799316, 6078.201172
18.280000, 5743.599121, 6109.401367
18.320000, 5722.398926, 6108.601563
18.360000, 5748.198730, 6107.801758
18.400000, 5720.098633, 6094.901855
18.440000, 5722.998535, 6108.001953
18.480000, 5711.898438, 6115.102051
18.520000, 5709.798340, 6118.202148
18.560000, 5740.698242, 6119.302246
18.600000, 5716.598145, 6132.402344
18.640000, 5715.498047, 6118.502441
18.680000, 5705.397949, 6119.602539
18.720000, 5701.297852, 6123.702637
18.760000, 5689.197754, 6127.802734
18.800000, 5684.997559, 6101.002930
18.840000, 5680.797363, 6118.203125
18.880000, 5625.597168, 6118.403320
18.920000, 5560.396973, 6095.603516
18.960000, 5480.196777, 6105.803711
19.000000, 5403.996582, 6098.003906
19.040000, 5316.796387, 6099.204102
19.080000, 5226.596191, 6089.404297
19.120000, 5133.395996, 6090.604492
19.160000, 5050.195801, 6088.804688
19.200000, 5029.895996, 6022.104492
19.240000, 5017.596191, 5956.404297
19.280000, 4989.296387, 5890.704102
19.320000, 4960.996582, 5818.003906
19.360000, 4944.696777, 5758.303711
19.400000, 4931.396973, 5693.603516
19.440000, 4903.097168, 5621.903320
19.480000, 4880.797363, 5557.203125
19.520000, 4889.497559, 5485.502930
19.560000, 4882.197754, 5405.802734
19.600000, 4920.697754, 5338.302734
19.640000, 5011.197754, 5215.802734
19.680000, 5027.697754, 5168.302734
19.720000, 5169.197754, 5086.802734
19.760000, 5191.697754, 4978.302734
19.800000, 5268.197754, 4915.802734
19.840000, 5324.697754, 4806.302734
19.880000, 5381.197754, 4747.802734
19.920000, 5481.697754, 4983.302734
19.960000, 5601.197754, 4893.802734
20.000000, 5580.797852, 4890.202637
20.040000, 5589.397949, 4877.602539
20.080000, 5591.998047, 4832.002441
20.120000, 5623.598145, 4841.402344
20.160000, 5605.198242, 4827.802246
20.200000, 5623.798340, 4823.202148
20.240000, 5595.398438, 4812.602051
20.280000, 5697.998535, 4810.001953
20.320000, 5657.598633, 4805.401855
20.360000, 5667.198730, 4800.801758
20.400000, 5677.198730, 4853.801758
20.440000, 5664.198730, 4916.801758
20.480000, 5667.198730, 4994.801758
20.520000, 5634.198730, 5068.801758
20.560000, 5678.198730, 5153.801758
20.600000, 5774.198730, 5241.801758
20.640000, 5687.198730, 5332.801758
20.680000, 5669.198730, 5413.801758
20.720000, 5688.198730, 5495.801758
20.760000, 5820.198730, 5569.801758
20.800000, 7064.898926, 5675.101563
20.840000, 7134.599121, 5780.401367
20.880000, 7192.299316, 5873.701172
20.920000, 7097.999512, 5964.000977
20.960000, 7010.699707, 6069.300781
21.000000, 6900.399902, 6168.600586
21.040000, 6803.100098, 6236.900391
21.080000, 6695.800293, 6321.200195
21.120000, 6579.500488, 6376.500000
21.160000, 6475.200684, 6379.799805
21.200000, 6296.400879, 6522.599609
21.240000, 6130.601074, 6540.399414
21.280000, 5951.801270, 6677.199219
21.320000, 5763.001465, 6759.999023
21.360000, 5596.201660, 6862.798828
21.400000, 5443.401855, 6965.598633
21.440000, 5311.602051, 7024.398438
21.480000, 5220.802246, 7064.198242
21.520000, 5117.002441, 7171.998047
21.560000, 5031.202637, 7250.797852
21.600000, 5074.802734, 7191.197754
21.640000, 5114.402832, 7102.597656
